State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Haryana,Sonipat,Ganaur,Garlic,Average,NA,23/02/2023,6000,8000,7000
Haryana,Sonipat,Ganaur,Onion,Onion,NA,23/02/2023,1600,2000,1800
Haryana,Sonipat,Ganaur,Orange,Orange,NA,23/02/2023,6000,8000,7000
Haryana,Sonipat,Gohana,Chikoos(Sapota),Other,NA,23/02/2023,4500,5000,4500
Haryana,Sonipat,Gohana,Lemon,Other,NA,23/02/2023,4000,4500,4000
Haryana,Sonipat,Gohana,Water Melon,Other,NA,23/02/2023,1500,1600,1500
Haryana,Yamuna Nagar,Chhachrauli,Carrot,Carrot,NA,23/02/2023,1000,1500,1000
Haryana,Yamuna Nagar,Chhachrauli,Methi(Leaves),Other,NA,23/02/2023,800,1000,800
Haryana,Yamuna Nagar,Radaur,Ginger(Green),Other,NA,23/02/2023,4000,4500,4200
Himachal Pradesh,Bilaspur,Bilaspur,French Beans (Frasbean),Other,NA,23/02/2023,4500,5000,5000
Himachal Pradesh,Bilaspur,Bilaspur,Potato,Local,NA,23/02/2023,600,800,700
Himachal Pradesh,Chamba,Chamba,Guava,Other,NA,23/02/2023,7000,7500,7250
Himachal Pradesh,Chamba,Chamba,Raddish,Other,NA,23/02/2023,1500,1600,1550
Himachal Pradesh,Chamba,Chamba,Tomato,Other,NA,23/02/2023,2000,2200,2100
Himachal Pradesh,Hamirpur,Hamirpur,Banana,Other,NA,23/02/2023,4000,4400,4200
Himachal Pradesh,Hamirpur,Hamirpur,Capsicum,Other,NA,23/02/2023,4000,4200,4100
Himachal Pradesh,Hamirpur,Hamirpur,Peas Wet,Other,NA,23/02/2023,3400,3500,3450
Himachal Pradesh,Hamirpur,Hamirpur,Pomegranate,Other,NA,23/02/2023,10000,11000,10500
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Capsicum,Other,NA,23/02/2023,3500,4000,3750
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Onion,Other,NA,23/02/2023,1600,2000,1800
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Raddish,Other,NA,23/02/2023,1000,1200,1100
Himachal Pradesh,Kangra,Kangra,Apple,Other,NA,23/02/2023,7000,11000,9000
Himachal Pradesh,Kangra,Kangra,Bitter gourd,Other,NA,23/02/2023,8500,9000,8750
Himachal Pradesh,Kangra,Kangra,Chikoos(Sapota),Other,NA,23/02/2023,5000,6000,5500
Himachal Pradesh,Kangra,Kangra,French Beans (Frasbean),Other,NA,23/02/2023,5000,5500,5250
Himachal Pradesh,Kangra,Kangra,Grapes,Other,NA,23/02/2023,5000,9000,7000
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Ber(Zizyphus/Borehannu),Ber(Zizyphus),NA,23/02/2023,3200,3600,3400
Andhra Pradesh,Chittor,Vayalapadu,Tomato,Local,NA,23/02/2023,640,2600,1600
Andhra Pradesh,East Godavari,Rajahmundry,Paddy(Dhan)(Common),Swarna Masuri (New),NA,23/02/2023,2060,2060,2060
Andhra Pradesh,Visakhapatnam,Anakapally,Gur(Jaggery),NO 1,NA,23/02/2023,3360,3600,3480
Bihar,East Champaran/ Motihari,Raxaul,Cauliflower,African Sarson,NA,23/02/2023,800,1000,900
Bihar,Kishanganj,Bahadurganj,Papaya,Other,NA,23/02/2023,3600,4000,3800
Bihar,Nawada,Nawada,Potato,Other,NA,23/02/2023,450,600,500
Bihar,Supaul,Birpur,Cabbage,Cabbage,NA,23/02/2023,800,1000,900
Bihar,Supaul,Birpur,Green Chilli,Green Chilly,NA,23/02/2023,3200,3400,3300
Bihar,Vaishali,"Parsoniya Mandi, Mahua block",Bottle gourd,Bottle Gourd,NA,23/02/2023,1500,1800,1600
Bihar,Vaishali,"Parsoniya Mandi, Mahua block",Green Chilli,Green Chilly,NA,23/02/2023,4600,4800,4700
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Bottle gourd,Other,NA,23/02/2023,1500,2000,1750
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cauliflower,Other,NA,23/02/2023,200,400,300
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Mousambi(Sweet Lime),Other,NA,23/02/2023,2000,5000,3500
Chattisgarh,Balrampur,Ramanujganj,Maize,Local,NA,23/02/2023,1970,1970,1970
Chattisgarh,Bastar,Jagdalpur,Dry Chillies,Dry,NA,23/02/2023,5204,5300,5204
Chattisgarh,Bastar,Lohandiguda,Paddy(Dhan)(Common),Paddy fine,NA,23/02/2023,1500,1550,1530
Chattisgarh,Bastar,Muli,Paddy(Dhan)(Common),Paddy fine,NA,23/02/2023,1500,1550,1530
Chattisgarh,Bijapur,Bijapur,Paddy(Dhan)(Common),Other,NA,23/02/2023,1100,1500,1450
Kerala,Malappuram,Perinthalmanna,Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,9200,9600,9400
Kerala,Malappuram,Perinthalmanna,Ashgourd,Ashgourd,NA,23/02/2023,2000,2200,2100
Kerala,Malappuram,Perinthalmanna,Banana - Green,Banana - Green,NA,23/02/2023,2500,2700,2600
Kerala,Malappuram,Perinthalmanna,Brinjal,Brinjal,NA,23/02/2023,2300,2500,2400
Kerala,Malappuram,Perinthalmanna,Grapes,Black,NA,23/02/2023,5500,5700,5600
Kerala,Malappuram,Perinthalmanna,Green Chilli,Green Chilly,NA,23/02/2023,3100,3300,3200
Kerala,Malappuram,Perinthalmanna,Lemon,Other,NA,23/02/2023,5800,6200,6000
Kerala,Malappuram,Perinthalmanna,Pineapple,Pine Apple,NA,23/02/2023,3500,3700,3600
Kerala,Malappuram,Thirurrangadi,Amaranthus,Other,NA,23/02/2023,2300,2600,2500
Kerala,Malappuram,Thirurrangadi,Banana - Green,Other,NA,23/02/2023,2500,2600,2600
Kerala,Malappuram,Thirurrangadi,Bhindi(Ladies Finger),Other,NA,23/02/2023,2500,2800,2600
Kerala,Malappuram,Thirurrangadi,Bitter gourd,Other,NA,23/02/2023,3200,3650,3300
Kerala,Malappuram,Thirurrangadi,Bottle gourd,Other,NA,23/02/2023,2200,2600,2500
Kerala,Palakad,Koduvayoor,Banana,Nendra Bale,NA,23/02/2023,2800,3600,3200
Kerala,Palakad,Koduvayoor,Banana,Palayamthodan,NA,23/02/2023,3500,4200,3800
Kerala,Palakad,Koduvayoor,Chili Red,Other,NA,23/02/2023,23000,25000,24000
Kerala,Palakad,Koduvayoor,Cowpea(Veg),Other,NA,23/02/2023,3500,4000,3800
Kerala,Palakad,Koduvayoor,Green Avare (W),Other,NA,23/02/2023,3000,3700,3500
Kerala,Palakad,Koduvayoor,Green Chilli,Other,NA,23/02/2023,3000,3800,3400
Kerala,Palakad,Koduvayoor,Onion,Small,NA,23/02/2023,2500,3000,2800
Kerala,Palakad,Koduvayoor,Pineapple,Other,NA,23/02/2023,3800,4500,4200
Kerala,Palakad,Koduvayoor,Potato,Other,NA,23/02/2023,2400,2800,2600
Kerala,Palakad,Koduvayoor,Pumpkin,Other,NA,23/02/2023,1000,1700,1500
Kerala,Palakad,Koduvayoor,Tomato,Other,NA,23/02/2023,2500,3000,2800
Kerala,Palakad,Kollengode,Ashgourd,Other,NA,23/02/2023,25000,30000,27000
Kerala,Palakad,Kollengode,Cauliflower,Other,NA,23/02/2023,30000,35000,32000
Kerala,Palakad,Kollengode,French Beans (Frasbean),Other,NA,23/02/2023,50000,55000,52000
Kerala,Palakad,Kollengode,Lemon,Other,NA,23/02/2023,100000,105000,102000
Kerala,Palakad,Kollengode,Onion,Big,NA,23/02/2023,25000,30000,27000
Kerala,Palakad,Kollengode,Potato,Other,NA,23/02/2023,35000,40000,37000
Kerala,Palakad,Kollengode,Pumpkin,Other,NA,23/02/2023,20000,25000,22000
Kerala,Palakad,Kollengode,Tomato,Other,NA,23/02/2023,25000,30000,27000
Kerala,Palakad,Palakkad,Banana,Nendra Bale,NA,23/02/2023,2500,3500,3100
Kerala,Palakad,Palakkad,Brinjal,Brinjal,NA,23/02/2023,2400,3000,2800
Kerala,Palakad,Palakkad,Coconut,Coconut,NA,23/02/2023,2900,3200,3100
Kerala,Palakad,Palakkad,Elephant Yam (Suran),Other,NA,23/02/2023,3100,3500,3400
Kerala,Kozhikode(Calicut),Palayam,Banana - Green,Other,NA,23/02/2023,2300,2500,2400
Kerala,Kozhikode(Calicut),Palayam,Bhindi(Ladies Finger),Other,NA,23/02/2023,5100,5300,5200
Kerala,Kozhikode(Calicut),Palayam,Cauliflower,Other,NA,23/02/2023,1300,1500,1400
Kerala,Kozhikode(Calicut),Palayam,Cluster beans,Other,NA,23/02/2023,3900,4100,4000
Kerala,Kozhikode(Calicut),Palayam,Cucumbar(Kheera),Other,NA,23/02/2023,1700,1900,1800
Kerala,Kozhikode(Calicut),Palayam,Raddish,Other,NA,23/02/2023,1400,1600,1500
Kerala,Kozhikode(Calicut),Perambra,Bitter gourd,Other,NA,23/02/2023,3700,3900,3800
Kerala,Kozhikode(Calicut),Perambra,Capsicum,Capsicum,NA,23/02/2023,4900,5500,5000
Kerala,Kozhikode(Calicut),Quilandy,Cauliflower,Other,NA,23/02/2023,2000,2200,2100
Kerala,Kozhikode(Calicut),Quilandy,Cluster beans,Other,NA,23/02/2023,4500,4800,4600
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Bitter gourd,Bitter Gourd,NA,23/02/2023,4000,4300,4300
Kerala,Malappuram,Kondotty,Ashgourd,Other,NA,23/02/2023,1400,1600,1500
Kerala,Malappuram,Kondotty,Bitter gourd,Other,NA,23/02/2023,4000,4200,4100
Kerala,Malappuram,Kondotty,Lemon,Other,NA,23/02/2023,6400,6600,6500
Kerala,Malappuram,Kottakkal,Apple,Other,NA,23/02/2023,7800,7900,7850
Kerala,Malappuram,Kottakkal,Ashgourd,Other,NA,23/02/2023,2600,2700,2650
Kerala,Malappuram,Kottakkal,Bhindi(Ladies Finger),Other,NA,23/02/2023,5300,5400,5350
Kerala,Malappuram,Kottakkal,Brinjal,Other,NA,23/02/2023,2300,2400,2350
Kerala,Malappuram,Kottakkal,Capsicum,Other,NA,23/02/2023,4500,4600,4550
Kerala,Malappuram,Kottakkal,Cowpea(Veg),Other,NA,23/02/2023,4300,4400,4350
Kerala,Malappuram,Kottakkal,Ginger(Green),Other,NA,23/02/2023,6000,6150,6100
Kerala,Malappuram,Kottakkal,Grapes,Black,NA,23/02/2023,4300,4400,4350
Kerala,Malappuram,Kottakkal,Green Chilli,Other,NA,23/02/2023,3450,3560,3500
Kerala,Malappuram,Kottakkal,Lime,Other,NA,23/02/2023,5800,5900,5850
Kerala,Malappuram,Kottakkal,Papaya (Raw),Other,NA,23/02/2023,2450,2550,2500
Kerala,Malappuram,Manjeri,Ashgourd,Other,NA,23/02/2023,2400,2500,2450
Kerala,Malappuram,Manjeri,Bhindi(Ladies Finger),Other,NA,23/02/2023,6400,6500,6450
Kerala,Malappuram,Manjeri,Capsicum,Other,NA,23/02/2023,4000,4100,4050
Kerala,Malappuram,Manjeri,Coriander(Leaves),Coriander,NA,23/02/2023,7500,7600,7550
Kerala,Malappuram,Manjeri,French Beans (Frasbean),French Beans (Frasbean),NA,23/02/2023,5500,5600,5550
Kerala,Malappuram,Manjeri,Green Chilli,Other,NA,23/02/2023,3400,3500,3450
Kerala,Malappuram,Manjeri,Mousambi(Sweet Lime),Other,NA,23/02/2023,5200,5300,5250
Kerala,Malappuram,Manjeri,Pineapple,Other,NA,23/02/2023,4000,4100,4050
Kerala,Malappuram,Manjeri,Rice,Other,NA,23/02/2023,4300,4400,4350
Kerala,Malappuram,Manjeri,Snakeguard,Other,NA,23/02/2023,2400,2500,2450
Kerala,Malappuram,Manjeri,Water Melon,Other,NA,23/02/2023,1500,1600,1550
Kerala,Malappuram,Parappanangadi,Amaranthus,Other,NA,23/02/2023,2300,2500,2400
Kerala,Malappuram,Parappanangadi,French Beans (Frasbean),Other,NA,23/02/2023,2300,2500,2400
Karnataka,Mandya,Mandya,Cabbage,Cabbage,NA,23/02/2023,500,500,500
Karnataka,Mandya,Mandya,Cucumbar(Kheera),Cucumbar,NA,23/02/2023,1600,1600,1600
Karnataka,Mandya,Mandya,Gur(Jaggery),Achhu,NA,23/02/2023,3500,3740,3620
Karnataka,Mandya,Mandya,Gur(Jaggery),Yellow,NA,23/02/2023,3450,3620,3530
Karnataka,Mandya,Mandya,Raddish,Raddish,NA,23/02/2023,1000,1200,1000
Karnataka,Mandya,Mandya,Seemebadnekai,Seemebadanekai,NA,23/02/2023,1000,1200,1000
Karnataka,Mangalore(Dakshin Kannad),Bantwala,Arecanut(Betelnut/Supari),Cqca,NA,23/02/2023,12500,25000,22500
Karnataka,Mysore,Hunsur,Tomato,Tomato,NA,23/02/2023,3000,3000,3000
Karnataka,Raichur,Raichur,Cotton,F-1054,NA,23/02/2023,7100,7900,7500
Karnataka,Raichur,Raichur,Jowar(Sorghum),Jowar ( White),NA,23/02/2023,2811,4759,4759
Karnataka,Shimoga,Shimoga,Carrot,Carrot,NA,23/02/2023,1800,2000,1900
Karnataka,Shimoga,Shimoga,Green Chilli,Green Chilly,NA,23/02/2023,3000,4000,3500
Karnataka,Shimoga,Shimoga,Green Gram (Moong)(Whole),Green (Whole),NA,23/02/2023,9000,10200,9600
Karnataka,Shimoga,Shimoga,Kulthi(Horse Gram),Horse gram (Whole),NA,23/02/2023,5500,6000,5750
Karnataka,Shimoga,Shimoga,Onion,Onion,NA,23/02/2023,1500,2000,1800
Karnataka,Shimoga,Shimoga,Rice,Fine,NA,23/02/2023,3500,6800,5300
Karnataka,Shimoga,Shimoga,Ridgeguard(Tori),Ridgeguard(Tori),NA,23/02/2023,3800,4000,3900
Kerala,Alappuzha,Alappuzha,Colacasia,Colacasia,NA,23/02/2023,6600,6800,6700
Kerala,Alappuzha,Alappuzha,Colacasia,Other,NA,23/02/2023,8000,8100,8050
Kerala,Alappuzha,Alappuzha,Cowpea(Veg),Other,NA,23/02/2023,4800,4900,4850
Kerala,Alappuzha,Alappuzha,French Beans (Frasbean),Other,NA,23/02/2023,4800,4900,4850
Kerala,Alappuzha,Alappuzha,Green Chilli,Other,NA,23/02/2023,4000,4100,4050
Kerala,Alappuzha,Alappuzha,Lemon,Other,NA,23/02/2023,10000,10200,10100
Kerala,Alappuzha,Alappuzha,Mango (Raw-Ripe),Other,NA,23/02/2023,6000,6100,6050
Kerala,Alappuzha,Alappuzha,Mint(Pudina),Other,NA,23/02/2023,6000,6100,6050
Kerala,Alappuzha,Alappuzha,Onion,Small,NA,23/02/2023,3000,3100,3050
Kerala,Alappuzha,Alappuzha,Potato,Other,NA,23/02/2023,2400,2500,2450
Kerala,Alappuzha,Alappuzha,Pumpkin,Other,NA,23/02/2023,1600,1700,1650
Kerala,Alappuzha,Alappuzha,Tapioca,Other,NA,23/02/2023,3500,3600,3550
Kerala,Alappuzha,Chengannur,Beetroot,Beetroot,NA,23/02/2023,2000,2300,2200
Kerala,Alappuzha,Chengannur,Cowpea(Veg),Cowpea (Veg),NA,23/02/2023,3500,4200,4000
Kerala,Alappuzha,Chengannur,Drumstick,Other,NA,23/02/2023,6500,7000,6800
Karnataka,Bagalkot,Bagalakot,Groundnut,Gejje,NA,23/02/2023,3851,4421,4231
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,NA,23/02/2023,1000,2200,1600
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Brinjal,Brinjal,NA,23/02/2023,2000,2400,2200
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Capsicum,Capsicum,NA,23/02/2023,2600,3000,2800
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Green Avare (W),Green Avare (W),NA,23/02/2023,1800,2600,2200
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Knool Khol,Knool Khol,NA,23/02/2023,1600,2000,1800
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pineapple,Pine Apple,NA,23/02/2023,2000,5000,3500
Karnataka,Belgaum,Belgaum,Onion,Pusa-Red,NA,23/02/2023,800,1300,1000
Karnataka,Belgaum,Ramdurga,Groundnut,Gejje,NA,23/02/2023,4089,7939,6374
Karnataka,Bellary,Bellary,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),NA,23/02/2023,6039,7309,6703
Karnataka,Bellary,Bellary,Bengal Gram(Gram)(Whole),Average (Whole),NA,23/02/2023,3609,4676,4491
Karnataka,Bellary,Bellary,Jowar(Sorghum),Local,NA,23/02/2023,1650,3309,2670
Karnataka,Bellary,Bellary,Maize,Local,NA,23/02/2023,1869,2129,2077
Karnataka,Bellary,Kottur,Ragi (Finger Millet),Hybrid,NA,23/02/2023,2256,2573,2453
Karnataka,Bidar,Bidar,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),NA,23/02/2023,5412,8369,7964
Karnataka,Bidar,Bidar,Avare Dal,Avare (Whole),NA,23/02/2023,7200,7650,7500
Karnataka,Bidar,Bidar,Rice,Broken Rice,NA,23/02/2023,2400,2800,2500
Karnataka,Bidar,Bidar,Safflower,Safflower,NA,23/02/2023,4400,4720,4595
Karnataka,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,NA,23/02/2023,500,2200,1400
Karnataka,Davangere,Davangere,Ashgourd,Ashgourd,NA,23/02/2023,800,1200,1000
Karnataka,Davangere,Davangere,Chikoos(Sapota),Sapota,NA,23/02/2023,1200,2000,1600
Karnataka,Davangere,Davangere,Karbuja(Musk Melon),Karbhuja,NA,23/02/2023,1200,2000,1500
Karnataka,Davangere,Davangere,Papaya,Papaya,NA,23/02/2023,1000,1800,1500
Karnataka,Davangere,Davangere,Potato,Potato,NA,23/02/2023,1200,1600,1400
Karnataka,Davangere,Davangere,Raddish,Raddish,NA,23/02/2023,1200,1600,1400
Karnataka,Davangere,Davangere,Ridgeguard(Tori),Ridgeguard(Tori),NA,23/02/2023,3000,3500,3200
Karnataka,Davangere,Davangere,Suvarna Gadde,Suvarnagadde,NA,23/02/2023,2800,3200,3000
Karnataka,Davangere,Davangere,Water Melon,Water Melon,NA,23/02/2023,1000,2000,1600
Karnataka,Dharwad,Hubli (Amaragol),Arhar (Tur/Red Gram)(Whole),Arhar (Whole),NA,23/02/2023,3520,5026,4010
Karnataka,Dharwad,Hubli (Amaragol),Bengal Gram(Gram)(Whole),Jawari/Local,NA,23/02/2023,1550,4552,3250
Kerala,Alappuzha,Chengannur,Pumpkin,Other,NA,23/02/2023,1400,1650,1600
Kerala,Alappuzha,Harippad,Ashgourd,Other,NA,23/02/2023,2000,2500,2000
Kerala,Alappuzha,Harippad,Bhindi(Ladies Finger),Other,NA,23/02/2023,4000,4500,4000
Kerala,Alappuzha,Harippad,Colacasia,Other,NA,23/02/2023,4000,4500,4000
Kerala,Ernakulam,Aluva,Ashgourd,Ashgourd,NA,23/02/2023,2300,3000,2700
Kerala,Ernakulam,Aluva,Bitter gourd,Bitter Gourd,NA,23/02/2023,4000,6000,5000
Kerala,Ernakulam,Aluva,Cauliflower,Other,NA,23/02/2023,2000,3000,2500
Kerala,Ernakulam,Aluva,Elephant Yam (Suran),Other,NA,23/02/2023,3200,4000,3600
Kerala,Ernakulam,Aluva,Ginger(Green),Green Ginger,NA,23/02/2023,5000,6000,5500
Kerala,Ernakulam,Aluva,Mango (Raw-Ripe),Mango - Raw-Ripe,NA,23/02/2023,5000,6000,5500
Kerala,Ernakulam,Aluva,Onion,Big,NA,23/02/2023,1500,2000,1800
Kerala,Ernakulam,Angamaly,Amaranthus,Amaranthus,NA,23/02/2023,3000,4000,3500
Kerala,Ernakulam,Angamaly,Banana,Poovan,NA,23/02/2023,5000,5600,5300
Kerala,Ernakulam,Angamaly,Banana - Green,Banana - Green,NA,23/02/2023,3800,4800,4300
Kerala,Ernakulam,Angamaly,Bhindi(Ladies Finger),Bhindi,NA,23/02/2023,6000,7000,6500
Kerala,Ernakulam,Angamaly,Cabbage,Cabbage,NA,23/02/2023,3000,4000,3500
Kerala,Ernakulam,Angamaly,Onion,Big,NA,23/02/2023,2400,3000,2700
Kerala,Ernakulam,Angamaly,Potato,Potato,NA,23/02/2023,2800,3800,3300
Kerala,Ernakulam,Ernakulam,Ashgourd,Ashgourd,NA,23/02/2023,2600,3200,3000
Kerala,Ernakulam,Ernakulam,Banana,Palayamthodan,NA,23/02/2023,2000,2200,2200
Kerala,Ernakulam,Ernakulam,Bitter gourd,Bitter Gourd,NA,23/02/2023,4600,4800,4800
Kerala,Ernakulam,Ernakulam,Drumstick,Drumstick,NA,23/02/2023,7000,9000,8500
Kerala,Ernakulam,Ernakulam,Field Pea,Field Pea,NA,23/02/2023,4400,4600,4600
Kerala,Ernakulam,Ernakulam,Ginger(Green),Green Ginger,NA,23/02/2023,7200,7500,7500
Kerala,Ernakulam,Ernakulam,Green Chilli,Green Chilly,NA,23/02/2023,3200,3500,3500
Kerala,Ernakulam,Ernakulam,Rice,Jaya,NA,23/02/2023,3500,3700,3700
Kerala,Ernakulam,Perumbavoor,Bhindi(Ladies Finger),Bhindi,NA,23/02/2023,4000,5000,4500
Kerala,Ernakulam,Perumbavoor,Black pepper,Garbled,NA,23/02/2023,46500,47500,47000
Kerala,Ernakulam,Perumbavoor,Bottle gourd,Other,NA,23/02/2023,1600,2600,2000
Kerala,Ernakulam,Perumbavoor,Drumstick,Drumstick,NA,23/02/2023,12500,13500,13000
Kerala,Ernakulam,Perumbavoor,Green Chilli,Green Chilly,NA,23/02/2023,4000,5000,4500
Kerala,Ernakulam,Perumbavoor,Pineapple,Pine Apple,NA,23/02/2023,3000,4000,3500
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,NA,23/02/2023,5600,6500,5800
Karnataka,Dharwad,Hubli (Amaragol),Groundnut,Gejje,NA,23/02/2023,5671,5671,5671
Karnataka,Gadag,Gadag,Cowpea (Lobia/Karamani),Cowpea (Whole),NA,23/02/2023,4515,4515,4515
Karnataka,Gadag,Gadag,Jowar(Sorghum),Jowar ( White),NA,23/02/2023,1117,3937,3226
Karnataka,Gadag,Gadag,Kulthi(Horse Gram),Horse gram (Whole),NA,23/02/2023,4501,5624,5063
Karnataka,Gulbarga,Gulbarga,Lime,Lime,NA,23/02/2023,800,2000,1400
Karnataka,Gulbarga,Gulbarga,Potato,Potato,NA,23/02/2023,1000,1500,1200
Karnataka,Gulbarga,Yadgir,Bengal Gram(Gram)(Whole),Average (Whole),NA,23/02/2023,4469,4764,4692
Karnataka,Haveri,Savanur,Alasande Gram,Alasande Gram,NA,23/02/2023,6535,6635,6619
Karnataka,Haveri,Savanur,Groundnut,Gejje,NA,23/02/2023,3229,6179,4869
Karnataka,Haveri,Savanur,Same/Savi,Same/Savi Local,NA,23/02/2023,4262,4262,4262
Karnataka,Karwar(Uttar Kannad),Kumta,Arecanut(Betelnut/Supari),Ripe,NA,23/02/2023,33999,36519,35629
Karnataka,Karwar(Uttar Kannad),Siddapur,Arecanut(Betelnut/Supari),Tattibettee,NA,23/02/2023,37219,42009,39899
Karnataka,Karwar(Uttar Kannad),Sirsi,Arecanut(Betelnut/Supari),Bilegotu,NA,23/02/2023,23899,35519,29770
Karnataka,Kolar,Bangarpet,Cabbage,Cabbage,NA,23/02/2023,200,300,250
Karnataka,Kolar,Bangarpet,Carrot,Carrot,NA,23/02/2023,800,1400,1100
Karnataka,Kolar,Bangarpet,Cucumbar(Kheera),Cucumbar,NA,23/02/2023,500,700,600
Karnataka,Kolar,Bangarpet,Potato,Local,NA,23/02/2023,1300,1600,1400
Karnataka,Kolar,Chintamani,Bhindi(Ladies Finger),Bhindi,NA,23/02/2023,1500,2000,1750
Karnataka,Kolar,Chintamani,Carrot,Carrot,NA,23/02/2023,2000,3000,2500
Karnataka,Kolar,Kolar,Chilly Capsicum,Chilly Capsicum,NA,23/02/2023,1500,4000,3000
Karnataka,Kolar,Kolar,Green Chilli,Green Chilly,NA,23/02/2023,2000,3000,2500
Karnataka,Kolar,Kolar,Raddish,Raddish,NA,23/02/2023,600,800,700
Karnataka,Kolar,Malur,Capsicum,Capsicum,NA,23/02/2023,1800,2200,2083
Kerala,Kollam,Anchal,Banana,Poovan,NA,23/02/2023,5200,5400,5300
Kerala,Kollam,Anchal,Banana,Red Banana,NA,23/02/2023,4500,4700,4600
Kerala,Kollam,Anchal,Banana,Robusta,NA,23/02/2023,2800,3000,2900
Kerala,Kollam,Anchal,Bitter gourd,Other,NA,23/02/2023,6500,6700,6600
Kerala,Kollam,Anchal,Cabbage,Other,NA,23/02/2023,3800,4000,3900
Kerala,Kollam,Anchal,Onion,Other,NA,23/02/2023,3500,3700,3600
Kerala,Kollam,Anchal,Tapioca,Other,NA,23/02/2023,3200,3400,3300
Kerala,Kollam,Chathanoor,Cucumbar(Kheera),Other,NA,23/02/2023,4800,5200,5000
Kerala,Kollam,Chathanoor,Ginger(Green),Other,NA,23/02/2023,8800,9200,9000
Kerala,Kollam,Kollam,Banana,Banana - Ripe,NA,23/02/2023,5000,5500,5300
Kerala,Kollam,Kollam,Banana,Palayamthodan,NA,23/02/2023,2000,2500,2300
Kerala,Kollam,Kollam,Banana,Poovan,NA,23/02/2023,4000,5000,4500
Kerala,Kollam,Kollam,Banana,Rasakathai,NA,23/02/2023,4000,4500,4300
Kerala,Kollam,Kollam,Bhindi(Ladies Finger),Other,NA,23/02/2023,6000,7000,6500
Kerala,Kollam,Kollam,Pumpkin,Other,NA,23/02/2023,3000,4000,3500
Kerala,Kollam,Kollam,Snakeguard,Other,NA,23/02/2023,5000,6000,5500
Kerala,Kollam,Kottarakkara,Ashgourd,Other,NA,23/02/2023,6000,NA,6000
Kerala,Kollam,Kottarakkara,Beetroot,Other,NA,23/02/2023,4000,4000,4000
Kerala,Kollam,Kottarakkara,Colacasia,Other,NA,23/02/2023,5000,NA,5000
Kerala,Kollam,Kottarakkara,Cucumbar(Kheera),Other,NA,23/02/2023,5000,NA,5000
Kerala,Kollam,Kottarakkara,Green Chilli,Other,NA,23/02/2023,10000,NA,10000
Kerala,Kollam,Punalur,Banana,Robusta,NA,23/02/2023,2300,2600,2400
Kerala,Kollam,Punalur,Colacasia,Other,NA,23/02/2023,5600,6000,5800
Kerala,Kollam,Punalur,Cucumbar(Kheera),Other,NA,23/02/2023,1600,2000,1800
Kerala,Kollam,Punalur,Pumpkin,Pumpkin,NA,23/02/2023,2600,3000,2800
Kerala,Kollam,Sasthamkotta,Banana,Palayamthodan,NA,23/02/2023,2500,3000,2800
Kerala,Kollam,Sasthamkotta,Banana,Robusta,NA,23/02/2023,2000,2500,2200
Kerala,Kollam,Sasthamkotta,Brinjal,Other,NA,23/02/2023,5000,5500,5200
Kerala,Kollam,Sasthamkotta,Cowpea(Veg),Other,NA,23/02/2023,8000,8500,8200
Kerala,Kollam,Sasthamkotta,Tomato,Other,NA,23/02/2023,5000,5500,5200
Kerala,Kottayam,Athirampuzha,Banana - Green,Banana - Green,NA,23/02/2023,3600,3800,3700
Kerala,Kottayam,Athirampuzha,Carrot,Carrot,NA,23/02/2023,2800,3000,2900
Kerala,Kottayam,Athirampuzha,Ginger(Green),Green Ginger,NA,23/02/2023,6300,6500,6400
Kerala,Kottayam,Athirampuzha,Mango (Raw-Ripe),Mango - Raw-Ripe,NA,23/02/2023,5300,5500,5400
Kerala,Kottayam,Ettumanoor,Cluster beans,Other,NA,23/02/2023,4800,5200,5000
Kerala,Kottayam,Kottayam,Banana,Banana - Ripe,NA,23/02/2023,3950,4350,4150
Kerala,Kottayam,Kottayam,Banana,Palayamthodan,NA,23/02/2023,1800,2200,2000
Kerala,Kottayam,Kottayam,Beetroot,Beetroot,NA,23/02/2023,4300,4700,4500
Kerala,Kottayam,Kottayam,Brinjal,Brinjal,NA,23/02/2023,3000,3400,3200
